Channel,Number,Time,Date,Comment,Date_Time,Seal_ID,Seconds.in.File,Channel_clean,Seconds,,,,,,,,,,
*,550,19:04:34,10/25/2019,SWS2,10/25/2019 19:04:34,test12_Wednesday,15552,All,15552,,,,,,,,,,
*,551,19:07:08,10/25/2019,SWS1,10/25/2019 19:07:08,test12_Wednesday,15705.8,All,15705.8,,,,,,,,,,
*,552,19:07:38,10/25/2019,REM2,10/25/2019 19:07:38,test12_Wednesday,15735.8,All,15735.8,,,,,,,,,,
17,1531,19:07:54,10/25/2019,APNEA,10/25/2019 19:07:54,test12_Wednesday,15752,All,15752,,,,,,,,,,
17,553,19:11:51,10/25/2019,Anticipatory HR Increase,10/25/2019 19:11:51,test12_Wednesday,15989.4,All,15989.4,,,,,,,,,,
*,555,19:11:52,10/25/2019,WAKE (from sleep),10/25/2019 19:11:52,test12_Wednesday,15989.6,All,15989.6,,,,,,,,,,
17,554,19:12:12,10/25/2019,First Breath,10/25/2019 19:12:12,test12_Wednesday,16010.4,All,16010.4,,,,,,,,,,
*,556,19:12:59,10/25/2019,MVMT (from calm),10/25/2019 19:12:59,test12_Wednesday,16057.2,All,16057.2,,,,,,,,,,
17,558,19:16:14,10/25/2019,Last Breath,10/25/2019 19:16:14,test12_Wednesday,16252.2,All,16252.2,,,,,,,,,,
*,557,19:16:19,10/25/2019,CALM (from motion),10/25/2019 19:16:19,test12_Wednesday,16256.8,All,16256.8,,,,,,,,,,
*,562,19:17:57,10/25/2019,SWS1,10/25/2019 19:17:57,test12_Wednesday,16355.4,All,16355.4,,,,,,,,,,
17,559,19:18:24,10/25/2019,APNEA,10/25/2019 19:18:24,test12_Wednesday,16381.8,All,16381.8,,,,,,,,,,
*,563,19:19:30,10/25/2019,WAKE (from sleep),10/25/2019 19:19:30,test12_Wednesday,16448,All,16448,,,,,,,,,,
*,564,19:20:23,10/25/2019,MVMT (from calm),10/25/2019 19:20:23,test12_Wednesday,16501.4,All,16501.4,,,,,,,,,,
17,560,19:20:29,10/25/2019,Anticipatory HR Increase,10/25/2019 19:20:29,test12_Wednesday,16506.6,All,16506.6,,,,,,,,,,
17,561,19:20:34,10/25/2019,First Breath,10/25/2019 19:20:34,test12_Wednesday,16512.2,All,16512.2,,,,,,,,,,
*,1532,19:23:08,10/25/2019,LS (light sleep),10/25/2019 19:23:08,test12_Wednesday,16666,All,16666,,,,,,,,,,
17,565,19:23:13,10/25/2019,Last Breath,10/25/2019 19:23:13,test12_Wednesday,16671.2,All,16671.2,,,,,,,,,,
17,566,19:23:37,10/25/2019,APNEA,10/25/2019 19:23:37,test12_Wednesday,16695,All,16695,,,,,,,,,,
*,567,19:24:34,10/25/2019,SWS1,10/25/2019 19:24:35,test12_Wednesday,16752.5,All,16752.5,,,,,,,,,,
*,568,19:26:26,10/25/2019,SWS2,10/25/2019 19:26:26,test12_Wednesday,16864,All,16864,,,,,,,,,,
17,569,19:32:47,10/25/2019,Anticipatory HR Increase,10/25/2019 19:32:47,test12_Wednesday,17244.9,All,17244.9,,,,,,,,,,
*,573,19:33:00,10/25/2019,SWS1,10/25/2019 19:33:00,test12_Wednesday,17258,All,17258,,,,,,,,,,
17,570,19:33:02,10/25/2019,First Breath,10/25/2019 19:33:02,test12_Wednesday,17260.4,All,17260.4,,,,,,,,,,
*,1533,19:34:59,10/25/2019,JOLT (from sleep),10/25/2019 19:34:59,test12_Wednesday,17376.6,All,17376.6,,,,,,,,,,
*,1534,19:35:15,10/25/2019,SWS1,10/25/2019 19:35:15,test12_Wednesday,17393.2,All,17393.2,,,,,,,,,,
17,571,19:36:29,10/25/2019,Last Breath,10/25/2019 19:36:29,test12_Wednesday,17467.2,All,17467.2,,,,,,,,,,
*,574,19:37:07,10/25/2019,SWS2,10/25/2019 19:37:07,test12_Wednesday,17505,All,17505,,,,,,,,,,
*,575,19:38:24,10/25/2019,REM1,10/25/2019 19:38:24,test12_Wednesday,17581.6,All,17581.6,,,,,,,,,,
17,572,19:38:52,10/25/2019,APNEA,10/25/2019 19:38:52,test12_Wednesday,17609.6,All,17609.6,,,,,,,,,,
*,576,19:38:52,10/25/2019,REM2,10/25/2019 19:38:52,test12_Wednesday,17610.4,All,17610.4,,,,,,,,,,
*,1539,19:41:54,10/25/2019,SWS1,10/25/2019 19:41:54,test12_Wednesday,17792.3,All,17792.3,,,,,,,,,,
*,1540,19:43:08,10/25/2019,REM1,10/25/2019 19:43:08,test12_Wednesday,17866,All,17866,,,,,,,,,,
*,578,19:43:57,10/25/2019,REM2,10/25/2019 19:43:57,test12_Wednesday,17914.8,All,17914.8,,,,,,,,,,
